Customer Key,First Name,Last Name,Full Name,Age,Marital Status,Gender,Yearly Income,Total Children,DateFirstPurchase,DistanceFromStore,Customer City
12892,Brian,Peterson,Brian Peterson,48,M,Male,40000.00,1,2024-02-14,1-2 Miles,Royal Oak
12893,Brittany,Foster,Brittany Foster,48,M,Female,70000.00,2,2024-07-21,2-5 Miles,Redwood City
12894,Natalie,Walker,Natalie Walker,47,M,Female,70000.00,2,2024-07-15,0-1 Miles,Santa Cruz
12895,Destiny,Anderson,Destiny Anderson,50,M,Female,50000.00,1,2024-02-16,0-1 Miles,Burnaby
12896,Victoria,Wood,Victoria Wood,44,M,Female,50000.00,1,2024-03-30,0-1 Miles,Corvallis
12897,Alyssa,Wilson,Alyssa Wilson,50,M,Female,50000.00,1,2024-09-05,0-1 Miles,Burbank
12898,Madeline,Campbell,Madeline Campbell,49,M,Female,50000.00,1,2022-12-10,2-5 Miles,Burbank
12899,Ana,Ross,Ana Ross,49,M,Female,50000.00,1,2024-12-17,2-5 Miles,Glendale
12900,Carlos,Ward,Carlos Ward,50,M,Male,60000.00,1,2024-11-19,2-5 Miles,Palo Alto
12901,Robert,Adams,Robert Adams,51,M,Male,50000.00,2,2022-12-05,2-5 Miles,W. Linn
12902,Julia,Stewart,Julia Stewart,51,S,Female,50000.00,2,2024-07-23,2-5 Miles,Vancouver
12903,John,Sandstone,John Sandstone,45,S,Female,50000.00,2,2024-07-08,2-5 Miles,Cliffside
12904,Thomas,Jai,Thomas Jai,45,M,Male,50000.00,2,2022-12-22,2-5 Miles,Chula Vista
12905,Alexandra,Sanchez,Alexandra Sanchez,50,M,Female,60000.00,1,2024-08-14,0-1 Miles,Lynnwood
12906,Philip,Ramos,Philip Ramos,48,M,Male,60000.00,1,2024-02-16,2-5 Miles,Burien
12907,Julia,Bryant,Julia Bryant,48,M,Female,60000.00,1,2024-03-19,0-1 Miles,Kirkland
12908,Tyler,Clark,Tyler Clark,49,M,Male,60000.00,1,2024-03-06,2-5 Miles,Renton
12909,Kelsey,Shan,Kelsey Shan,43,M,Female,60000.00,1,2024-10-18,2-5 Miles,Berkeley
12910,Robert,Brown,Robert Brown,49,M,Male,60000.00,1,2024-10-06,0-1 Miles,Berkeley
12911,Sebastian,Rogers,Sebastian Rogers,39,S,Male,60000.00,1,2025-01-06,2-5 Miles,Burlingame
12912,Brianna,Morris,Brianna Morris,52,S,Female,40000.00,4,2022-12-27,10+ Miles,Lake Oswego
12913,Benjamin,Moore,Benjamin Moore,46,M,Male,60000.00,2,2022-12-25,2-5 Miles,Renton
12914,Jill,Miller,Jill Miller,42,S,Female,40000.00,0,2024-07-06,0-1 Miles,Port Hammond
12915,Kaitlyn,Alexander,Kaitlyn Alexander,53,S,Female,40000.00,0,2022-12-10,2-5 Miles,Puyallup
12916,Natalie,Ross,Natalie Ross,44,M,Female,60000.00,1,2024-05-10,2-5 Miles,Port Hammond
12917,Vanessa,Russell,Vanessa Russell,50,M,Female,70000.00,4,2022-12-21,0-1 Miles,Woodburn
12918,Brooke,Murphy,Brooke Murphy,44,M,Female,80000.00,2,2023-01-03,0-1 Miles,Santa Monica
12919,Carlos,Hill,Carlos Hill,52,S,Male,70000.00,2,2024-02-12,0-1 Miles,Langford
12920,Kelly,Henderson,Kelly Henderson,52,S,Female,70000.00,2,2024-06-17,0-1 Miles,Edmonds
12921,Wyatt,Lee,Wyatt Lee,54,S,Male,60000.00,3,2023-01-24,0-1 Miles,Imperial Beach
12922,Jennifer,Sanders,Jennifer Sanders,43,S,Female,60000.00,3,2023-01-17,2-5 Miles,Palo Alto
12923,Fernando,Wright,Fernando Wright,53,S,Male,60000.00,3,2023-01-16,2-5 Miles,Mill Valley
12924,Devon,Chande,Devon Chande,53,M,Male,60000.00,3,2024-11-01,2-5 Miles,Beverly Hills
12925,Mackenzie,Blue,Mackenzie Blue,48,M,Female,60000.00,0,2024-03-15,2-5 Miles,Burbank
12926,Sara,Murphy,Sara Murphy,53,M,Female,70000.00,4,2023-01-22,0-1 Miles,Lakewood
12927,Savannah,Sanchez,Savannah Sanchez,54,M,Female,70000.00,4,2024-04-27,2-5 Miles,Bellflower
12928,Carol,Wright,Carol Wright,50,M,Female,60000.00,2,2024-03-19,0-1 Miles,Newton
12929,Vanessa,Bryant,Vanessa Bryant,51,M,Female,70000.00,5,2022-12-31,0-1 Miles,Corvallis
12930,Grace,Harris,Grace Harris,51,M,Female,70000.00,5,2023-01-11,2-5 Miles,Everett
12931,Ann,Fernandez,Ann Fernandez,50,S,Female,70000.00,5,2024-02-04,2-5 Miles,Chula Vista
12932,Tyler,Johnson,Tyler Johnson,50,M,Male,70000.00,5,2024-04-26,10+ Miles,Colma
12933,Jonathan,Hall,Jonathan Hall,45,M,Male,70000.00,5,2024-06-22,10+ Miles,Colma
12934,Jason,Foster,Jason Foster,45,S,Male,80000.00,3,2023-01-07,0-1 Miles,Lincoln Acres
12935,Robert,Hill,Robert Hill,45,M,Male,80000.00,3,2023-01-19,0-1 Miles,Newport Beach
12936,Renee,Moreno,Renee Moreno,55,S,Female,40000.00,0,2024-09-25,2-5 Miles,Cliffside
12937,Megan,Wilson,Megan Wilson,49,S,Female,40000.00,0,2024-08-04,0-1 Miles,Seattle
12938,Edward,Parker,Edward Parker,55,S,Male,40000.00,0,2024-02-19,0-1 Miles,Spokane
12939,Eduardo,Parker,Eduardo Parker,55,S,Male,80000.00,3,2024-03-22,2-5 Miles,Shawnee
12940,Steven,Rogers,Steven Rogers,55,M,Male,80000.00,3,2024-06-12,2-5 Miles,Santa Monica
12941,Maria,Morgan,Maria Morgan,49,S,Female,80000.00,3,2023-01-14,2-5 Miles,Lynnwood
12942,Morgan,Harris,Morgan Harris,49,S,Female,80000.00,3,2023-01-10,2-5 Miles,Downey
12943,Caleb,Perez,Caleb Perez,55,S,Male,80000.00,3,2024-04-25,10+ Miles,Grossmont
12944,Jose,Jai,Jose Jai,54,M,Male,80000.00,4,2024-03-26,2-5 Miles,Cliffside
12945,Jessica,Bailey,Jessica Bailey,55,M,Female,60000.00,0,2024-05-17,2-5 Miles,N. Vancouver
12946,Seth,Allen,Seth Allen,54,M,Male,60000.00,0,2024-09-17,2-5 Miles,Puyallup
12947,Isaiah,Sanchez,Isaiah Sanchez,56,S,Male,40000.00,0,2022-12-30,2-5 Miles,Bellflower
12948,Adam,Kumar,Adam Kumar,50,M,Male,50000.00,5,2024-02-14,2-5 Miles,Glendale
12949,Morgan,Rivera,Morgan Rivera,55,S,Female,50000.00,5,2023-01-10,5-10 Miles,Salem
12950,Mary,Adams,Mary Adams,55,S,Female,50000.00,5,2023-01-26,5-10 Miles,Milwaukie
12951,Blake,Simmons,Blake Simmons,51,S,Male,40000.00,0,2024-03-29,0-1 Miles,W. Linn
12952,Jennifer,Hughes,Jennifer Hughes,46,S,Female,60000.00,0,2024-08-13,0-1 Miles,Lemon Grove
12953,Catherine,Cooper,Catherine Cooper,56,S,Female,60000.00,3,2024-04-18,2-5 Miles,Spokane
12954,Pedro,Diaz,Pedro Diaz,57,M,Male,70000.00,1,2024-05-18,0-1 Miles,Burien
12955,Theresa,Hernandez,Theresa Hernandez,57,S,Female,70000.00,1,2024-11-18,2-5 Miles,Burlingame
12956,Marshall,Sun,Marshall Sun,52,S,Male,70000.00,1,2024-06-29,2-5 Miles,Cincinnati
12957,Isabella,Lopez,Isabella Lopez,57,S,Female,70000.00,1,2024-05-15,0-1 Miles,Spring Valley
12958,Jennifer,Campbell,Jennifer Campbell,57,S,Female,70000.00,1,2024-09-22,2-5 Miles,Spokane
12959,Sydney,Carter,Sydney Carter,52,S,Female,70000.00,1,2024-07-09,2-5 Miles,Shawnee
12960,Ashley,Lewis,Ashley Lewis,52,S,Female,70000.00,1,2024-04-06,2-5 Miles,Torrance
12961,Kimberly,Murphy,Kimberly Murphy,52,M,Female,70000.00,1,2024-11-04,2-5 Miles,Beaverton
12962,Jennifer,Edwards,Jennifer Edwards,52,M,Female,70000.00,1,2024-10-25,0-1 Miles,Newport Beach
12963,Marcus,Anderson,Marcus Anderson,46,M,Male,70000.00,1,2024-12-08,2-5 Miles,Oregon City
12964,Xavier,Russell,Xavier Russell,52,M,Male,70000.00,1,2024-04-13,0-1 Miles,Sooke
12965,Cody,Bell,Cody Bell,58,M,Male,40000.00,4,2024-02-04,10+ Miles,National City
12966,Dennis,Zhu,Dennis Zhu,59,M,Male,40000.00,4,2024-07-05,10+ Miles,Beverly Hills
12967,Fernando,Rodriguez,Fernando Rodriguez,59,M,Male,40000.00,4,2024-06-09,0-1 Miles,Lincoln Acres
12968,Paige,Butler,Paige Butler,47,M,Female,60000.00,1,2024-11-23,0-1 Miles,W. Linn
12969,Richard,Rodriguez,Richard Rodriguez,60,M,Male,40000.00,4,2024-05-15,0-1 Miles,Vancouver
12970,Angela,Powell,Angela Powell,59,S,Female,40000.00,4,2024-04-30,2-5 Miles,Vancouver
12971,Carl,Nara,Carl Nara,60,M,Male,40000.00,0,2024-07-11,0-1 Miles,Colma
12972,Carolyn,Suri,Carolyn Suri,47,S,Female,70000.00,0,2024-05-21,0-1 Miles,Cliffside
12973,Adrian,Howard,Adrian Howard,47,S,Male,70000.00,0,2024-10-24,2-5 Miles,Redmond
12974,Marc,Gill,Marc Gill,53,S,Male,60000.00,0,2025-01-15,2-5 Miles,Chula Vista
12975,Marcus,Wilson,Marcus Wilson,53,S,Male,60000.00,0,2023-01-10,0-1 Miles,Coronado
12976,Hunter,Thompson,Hunter Thompson,53,S,Male,60000.00,0,2024-09-02,2-5 Miles,Long Beach
12977,Destiny,Johnson,Destiny Johnson,47,S,Female,60000.00,0,2024-03-06,2-5 Miles,Los Angeles
12978,Danielle,James,Danielle James,91,M,Female,20000.00,3,2024-07-05,0-1 Miles,Burbank
12979,Christina,Ward,Christina Ward,59,M,Female,60000.00,1,2024-02-20,2-5 Miles,Spokane
12980,Max,Moyer,Max Moyer,60,M,Male,80000.00,2,2023-01-05,0-1 Miles,Burien
12981,Joe,Sanz,Joe Sanz,61,S,Male,80000.00,3,2023-01-20,0-1 Miles,Burlingame
12982,Brittany,Patterson,Brittany Patterson,51,M,Female,80000.00,1,2024-08-30,2-5 Miles,Coronado
12983,Gabriella,Carter,Gabriella Carter,56,M,Female,60000.00,1,2024-03-03,2-5 Miles,Imperial Beach
12984,Adam,Young,Adam Young,62,M,Male,60000.00,1,2024-02-03,2-5 Miles,Royal Oak
12985,Hailey,Roberts,Hailey Roberts,62,M,Female,70000.00,5,2024-07-19,2-5 Miles,Long Beach
12986,Rachel,Garcia,Rachel Garcia,61,M,Female,80000.00,5,2024-03-06,0-1 Miles,Port Hammond
12987,Felicia,Moreno,Felicia Moreno,45,M,Female,90000.00,1,2023-04-16,0-1 Miles,Sunbury
12988,Barbara,Goel,Barbara Goel,45,S,Female,90000.00,1,2023-03-31,0-1 Miles,Lane Cove
12989,Carly,Goel,Carly Goel,50,M,Female,100000.00,1,2023-03-31,0-1 Miles,Darlinghurst
12990,Leslie,Hernandez,Leslie Hernandez,50,S,Female,100000.00,1,2023-04-17,0-1 Miles,Hervey Bay
12991,Jésus,Serrano,Jésus Serrano,46,M,Male,60000.00,2,2023-04-17,0-1 Miles,Darlinghurst
12992,Ernest,Zeng,Ernest Zeng,46,M,Male,60000.00,2,2024-03-23,2-5 Miles,Perth
12993,Xavier,Henderson,Xavier Henderson,46,M,Male,60000.00,2,2024-04-05,2-5 Miles,Hobart
12994,Anna,Martinez,Anna Martinez,50,S,Female,80000.00,4,2023-04-27,0-1 Miles,Townsville
12995,Grant,Nara,Grant Nara,49,M,Male,80000.00,5,2023-04-16,0-1 Miles,Port Macquarie
12996,Jaclyn,Liu,Jaclyn Liu,50,M,Female,90000.00,2,2023-04-21,1-2 Miles,Cloverdale
12997,Nina,Xie,Nina Xie,52,M,Female,60000.00,2,2024-07-05,2-5 Miles,Darlinghurst
12998,Mayra,Mehta,Mayra Mehta,46,S,Female,60000.00,2,2023-03-31,0-1 Miles,Matraville
12999,Nichole,Shen,Nichole Shen,53,S,Female,70000.00,5,2023-04-22,10+ Miles,Malabar
13000,Rafael,Raje,Rafael Raje,45,M,Male,110000.00,1,2023-04-09,5-10 Miles,Hobart
13001,Clarence,Zhang,Clarence Zhang,50,S,Male,130000.00,1,2023-04-23,0-1 Miles,Sunbury
13002,Roger,Cai,Roger Cai,52,M,Male,80000.00,5,2024-02-25,0-1 Miles,Rhodes
13003,Jill,Hernandez,Jill Hernandez,47,M,Female,80000.00,5,2024-03-11,0-1 Miles,Hervey Bay
13004,Randy,Chen,Randy Chen,53,M,Male,80000.00,5,2024-06-22,0-1 Miles,Darlinghurst
13005,Desiree,Alvarez,Desiree Alvarez,53,M,Female,80000.00,5,2024-08-15,0-1 Miles,Gold Coast
13006,Whitney,Rana,Whitney Rana,54,S,Female,90000.00,0,2023-04-23,2-5 Miles,Geelong
13007,Brooke,Ward,Brooke Ward,54,S,Female,60000.00,2,2023-04-05,0-1 Miles,Townsville
13008,Alberto,Muñoz,Alberto Muñoz,49,M,Male,60000.00,3,2024-08-17,0-1 Miles,Geelong
13009,Mindy,She,Mindy She,55,M,Female,60000.00,3,2024-09-17,5-10 Miles,Melbourne
13010,Erica,Ye,Erica Ye,49,M,Female,60000.00,3,2023-04-27,5-10 Miles,Townsville
13011,Anne,Ortega,Anne Ortega,55,S,Female,70000.00,0,2023-04-19,0-1 Miles,Geelong
13012,Krystal,Hu,Krystal Hu,54,S,Female,70000.00,0,2023-04-19,0-1 Miles,Goulburn
13013,Vincent,Ye,Vincent Ye,55,M,Male,60000.00,4,2024-09-27,0-1 Miles,Rockhampton
13014,James,Clark,James Clark,40,M,Male,100000.00,2,2024-05-06,0-1 Miles,Edmonds
13015,Rebecca,Parker,Rebecca Parker,51,S,Female,100000.00,2,2024-01-28,1-2 Miles,Lake Oswego
13016,Antonio,Bryant,Antonio Bryant,51,M,Male,110000.00,1,2023-01-11,1-2 Miles,Walla Walla
13017,Xavier,Alexander,Xavier Alexander,41,M,Male,30000.00,0,2024-08-19,5-10 Miles,Concord
13018,Brendan,Xie,Brendan Xie,75,M,Male,10000.00,5,2023-03-30,5-10 Miles,Matraville
13019,Destiny,Murphy,Destiny Murphy,41,S,Female,60000.00,0,2023-01-12,5-10 Miles,San Carlos
13020,Madalena,Sanchez,Madalena Sanchez,75,M,Male,10000.00,2,2023-04-01,5-10 Miles,Lavender Bay
13021,Kendra,Diaz,Kendra Diaz,73,S,Female,30000.00,2,2023-04-17,5-10 Miles,Milsons Point
13022,Rafael,Ma,Rafael Ma,72,M,Male,10000.00,2,2023-03-31,5-10 Miles,East Brisbane
13023,Dominique,Raman,Dominique Raman,73,S,Female,20000.00,4,2024-09-07,5-10 Miles,Malabar
13024,Marc,Moreno,Marc Moreno,73,M,Male,30000.00,2,2023-04-16,5-10 Miles,Seaford
13025,Reginald,Serrano,Reginald Serrano,72,M,Male,30000.00,2,2023-04-11,1-2 Miles,Wollongong
13026,Colleen,Zheng,Colleen Zheng,61,S,Female,10000.00,2,2024-06-27,5-10 Miles,Milsons Point
13027,Jeremy,Patterson,Jeremy Patterson,42,S,Male,40000.00,0,2024-08-11,5-10 Miles,Port Hammond
13028,Dalton,Thompson,Dalton Thompson,42,S,Male,30000.00,0,2024-12-22,5-10 Miles,Lynnwood
13029,Jennifer,Foster,Jennifer Foster,42,S,Female,30000.00,0,2023-01-20,1-2 Miles,Port Orchard
13030,Sophia,Lopez,Sophia Lopez,42,S,Female,60000.00,0,2024-09-09,5-10 Miles,Coronado
13031,Hunter,Shan,Hunter Shan,43,S,Male,60000.00,0,2024-03-25,1-2 Miles,Lemon Grove
13032,Kevin,Baker,Kevin Baker,43,M,Male,70000.00,0,2022-12-31,5-10 Miles,National City
13033,Xavier,Gonzalez,Xavier Gonzalez,43,S,Male,60000.00,0,2025-01-17,1-2 Miles,Oakland
13034,Kelsey,Yuan,Kelsey Yuan,71,S,Female,20000.00,2,2024-06-07,5-10 Miles,Goulburn
13035,Kristy,Torres,Kristy Torres,69,M,Female,30000.00,3,2023-04-21,5-10 Miles,Rockhampton
13036,Virginia,Subram,Virginia Subram,70,S,Female,30000.00,3,2023-04-08,5-10 Miles,Rhodes
13037,Terrence,Pal,Terrence Pal,64,M,Male,30000.00,3,2024-04-28,1-2 Miles,Milsons Point
13038,Wilson,Pais,Wilson Pais,64,M,Male,40000.00,2,2023-04-11,1-2 Miles,Lane Cove
13039,Trisha,Ma,Trisha Ma,39,S,Female,20000.00,0,2022-12-31,1-2 Miles,Coronado
13040,Roy,Gonzalez,Roy Gonzalez,52,M,Male,30000.00,3,2024-11-20,5-10 Miles,East Brisbane
13041,Cameron,Brown,Cameron Brown,68,M,Male,30000.00,3,2024-04-04,1-2 Miles,Melbourne
13042,Alison,Pal,Alison Pal,68,M,Female,30000.00,3,2024-05-23,5-10 Miles,Gold Coast
13043,Brenda,Madan,Brenda Madan,68,M,Female,30000.00,3,2024-04-11,1-2 Miles,Cranbourne
13044,Katrina,Jai,Katrina Jai,68,M,Female,30000.00,3,2024-07-24,1-2 Miles,Geelong
13045,Anne,Gomez,Anne Gomez,56,M,Female,30000.00,3,2024-04-10,5-10 Miles,Sunbury
13046,Jonathan,Rodriguez,Jonathan Rodriguez,67,M,Male,30000.00,3,2024-03-19,5-10 Miles,Brisbane
13047,Rodney,Vazquez,Rodney Vazquez,62,M,Male,40000.00,2,2024-08-25,5-10 Miles,Sunbury
13048,Alexis,Hayes,Alexis Hayes,68,M,Female,40000.00,2,2024-05-28,5-10 Miles,Melbourne
13049,Autumn,Wang,Autumn Wang,66,M,Female,40000.00,3,2023-04-22,1-2 Miles,Gold Coast
13050,Dennis,Zeng,Dennis Zeng,66,M,Male,40000.00,3,2023-04-19,1-2 Miles,Cloverdale
13051,Ethan,Jones,Ethan Jones,65,S,Male,80000.00,2,2023-04-11,1-2 Miles,Goulburn
13052,Jared,Morris,Jared Morris,44,S,Male,40000.00,0,2024-05-05,5-10 Miles,Beaverton
13053,Vincent,Lu,Vincent Lu,45,S,Male,40000.00,0,2024-03-07,1-2 Miles,Bellingham
13054,Bryce,Ward,Bryce Ward,44,M,Male,40000.00,0,2024-12-12,5-10 Miles,Burien
13055,Patrick,Gray,Patrick Gray,44,S,Male,30000.00,0,2023-01-13,5-10 Miles,Lebanon
13056,Morgan,Blue,Morgan Blue,44,S,Female,30000.00,0,2023-01-06,5-10 Miles,Woodburn
13057,Destiny,Powell,Destiny Powell,45,S,Female,30000.00,0,2023-01-06,5-10 Miles,Berkeley
13058,Ramon,Huang,Ramon Huang,44,M,Male,30000.00,0,2023-01-17,5-10 Miles,Chula Vista
13059,Keith,Deng,Keith Deng,45,M,Male,30000.00,0,2023-01-01,5-10 Miles,Colma
13060,Eugene,Zhu,Eugene Zhu,39,M,Male,30000.00,0,2023-01-04,5-10 Miles,Concord
13061,Ethan,Anderson,Ethan Anderson,46,S,Male,40000.00,0,2024-09-06,1-2 Miles,Oakland
13062,Eduardo,Williams,Eduardo Williams,45,S,Male,40000.00,0,2022-12-29,5-10 Miles,Olympia
13063,Jessica,Johnson,Jessica Johnson,40,S,Female,40000.00,0,2023-01-08,5-10 Miles,Olympia
13064,Dalton,Parker,Dalton Parker,40,S,Male,40000.00,0,2023-01-19,1-2 Miles,Bremerton
13065,Morgan,Gonzalez,Morgan Gonzalez,46,S,Female,30000.00,0,2024-06-07,1-2 Miles,Oak Bay
13066,Carson,Perry,Carson Perry,45,S,Male,30000.00,0,2023-01-16,1-2 Miles,Lake Oswego
13067,Olivia,Garcia,Olivia Garcia,45,S,Female,30000.00,0,2023-01-19,5-10 Miles,Burien
13068,Alexandria,Morris,Alexandria Morris,40,S,Female,30000.00,0,2023-01-09,1-2 Miles,Bellflower
13069,Adam,Green,Adam Green,45,M,Male,30000.00,0,2023-01-14,5-10 Miles,Bellingham
13070,Emma,Clark,Emma Clark,46,S,Female,60000.00,0,2024-03-18,5-10 Miles,Lake Oswego
13071,Thomas,Walker,Thomas Walker,47,M,Male,60000.00,0,2024-05-28,5-10 Miles,Victoria
13072,Emma,Rogers,Emma Rogers,41,S,Female,70000.00,0,2024-06-29,5-10 Miles,Lebanon
13073,Sydney,Lopez,Sydney Lopez,44,M,Female,60000.00,0,2024-11-06,5-10 Miles,Santa Cruz
13074,Grace,Hughes,Grace Hughes,43,M,Female,60000.00,0,2024-05-02,5-10 Miles,Spring Valley
13075,Kelvin,Lin,Kelvin Lin,65,M,Male,80000.00,2,2023-04-21,1-2 Miles,Bendigo
13076,Craig,Munoz,Craig Munoz,65,S,Male,80000.00,2,2023-04-21,1-2 Miles,Perth
13077,Alejandro,Goel,Alejandro Goel,58,S,Male,70000.00,2,2023-04-22,1-2 Miles,Rhodes
13078,Michele,Chande,Michele Chande,64,S,Female,70000.00,2,2023-04-06,5-10 Miles,Silverwater
13079,Edwin,Bhat,Edwin Bhat,63,S,Male,80000.00,2,2023-04-24,5-10 Miles,South Melbourne
13080,Denise,Mehta,Denise Mehta,57,S,Female,80000.00,2,2023-05-05,5-10 Miles,Perth
13081,Krista,Ruiz,Krista Ruiz,63,S,Female,80000.00,2,2023-05-27,1-2 Miles,Hervey Bay
13082,Juan,Peterson,Juan Peterson,62,S,Male,130000.00,0,2023-05-07,2-5 Miles,Cranbourne
13083,Jordyn,Butler,Jordyn Butler,47,S,Female,70000.00,0,2023-01-11,5-10 Miles,Walla Walla
13084,Luis,Hughes,Luis Hughes,45,S,Male,30000.00,0,2024-06-09,1-2 Miles,Oak Bay
13085,Daniel,Harris,Daniel Harris,46,S,Male,30000.00,0,2023-01-01,5-10 Miles,Bremerton
13086,Blake,Nelson,Blake Nelson,46,S,Male,60000.00,0,2023-01-24,5-10 Miles,Lynnwood
13087,Jeremy,Collins,Jeremy Collins,45,S,Male,60000.00,0,2023-01-26,5-10 Miles,Oregon City
13088,Megan,Powell,Megan Powell,46,S,Female,60000.00,0,2023-01-28,1-2 Miles,Sedro Woolley
13089,Elizabeth,Alexander,Elizabeth Alexander,60,M,Female,120000.00,1,2023-05-19,0-1 Miles,Townsville
13090,Wayne,Tang,Wayne Tang,61,S,Male,130000.00,0,2023-06-22,0-1 Miles,Townsville
13091,Deanna,Martin,Deanna Martin,55,S,Female,130000.00,0,2023-06-24,0-1 Miles,Caloundra
13092,William,Walker,William Walker,48,M,Male,130000.00,0,2024-02-26,0-1 Miles,Palo Alto
13093,Michelle,James,Michelle James,62,S,Female,80000.00,2,2023-01-02,1-2 Miles,Olympia
13094,Antonio,Diaz,Antonio Diaz,57,M,Male,60000.00,2,2025-01-09,5-10 Miles,Woodland Hills
13095,Jordan,Griffin,Jordan Griffin,62,S,Male,60000.00,2,2024-02-09,5-10 Miles,Shawnee
13096,Jonathan,Chen,Jonathan Chen,62,M,Male,60000.00,2,2024-10-15,1-2 Miles,Haney
13097,Dalton,Hughes,Dalton Hughes,57,M,Male,60000.00,2,2024-04-08,5-10 Miles,Colma
13098,Miguel,Russell,Miguel Russell,62,M,Male,60000.00,2,2024-05-08,5-10 Miles,Everett
13099,Jay,Romero,Jay Romero,62,M,Male,70000.00,3,2024-05-03,0-1 Miles,Campbellsville
13100,Jeremy,Perez,Jeremy Perez,57,M,Male,80000.00,2,2024-04-17,0-1 Miles,Novato
13101,Alex,Sanchez,Alex Sanchez,62,S,Male,90000.00,2,2024-04-03,2-5 Miles,Langley
13102,Mariah,Bryant,Mariah Bryant,62,S,Female,90000.00,2,2024-04-08,2-5 Miles,Milwaukie
13103,Brendan,Raji,Brendan Raji,56,S,Male,70000.00,0,2023-06-26,0-1 Miles,Geelong
13104,Gregory,Becker,Gregory Becker,51,S,Male,70000.00,0,2023-06-10,5-10 Miles,Darlinghurst
13105,Whitney,Kovár,Whitney Kovár,58,M,Female,60000.00,1,2023-06-10,0-1 Miles,Bendigo
13106,Ebony,Munoz,Ebony Munoz,52,M,Female,60000.00,1,2023-06-16,5-10 Miles,Malabar
13107,Mary,Nelson,Mary Nelson,57,M,Female,60000.00,1,2023-06-03,0-1 Miles,Brisbane
13108,Curtis,Wang,Curtis Wang,57,M,Male,60000.00,1,2023-06-18,5-10 Miles,Bendigo
13109,Cheryl,Navarro,Cheryl Navarro,52,M,Female,60000.00,1,2023-06-18,0-1 Miles,Caloundra
13110,Levi,Mehta,Levi Mehta,53,M,Male,60000.00,1,2023-06-04,5-10 Miles,Lane Cove
13111,Hannah,Butler,Hannah Butler,58,S,Female,60000.00,1,2023-06-29,5-10 Miles,Wollongong
13112,Bianca,Gao,Bianca Gao,47,S,Female,60000.00,1,2023-06-10,5-10 Miles,North Sydney
13113,Bryant,Sanchez,Bryant Sanchez,53,S,Male,100000.00,0,2023-06-15,5-10 Miles,Goulburn
13114,Claudia,Zhang,Claudia Zhang,54,S,Female,100000.00,0,2023-05-31,5-10 Miles,Milsons Point
13115,Clarence,Wu,Clarence Wu,42,S,Male,110000.00,0,2023-06-26,5-10 Miles,North Sydney
13116,Tyrone,Diaz,Tyrone Diaz,54,S,Male,110000.00,0,2024-03-14,0-1 Miles,North Sydney
13117,Evelyn,Rodriguez,Evelyn Rodriguez,54,S,Female,110000.00,0,2023-06-02,0-1 Miles,Sydney
13118,Sydney,Cook,Sydney Cook,59,M,Female,60000.00,1,2023-06-22,5-10 Miles,Cranbourne
13119,Jaclyn,Guo,Jaclyn Guo,54,S,Female,70000.00,0,2023-06-11,0-1 Miles,Caloundra
13120,Levi,Weber,Levi Weber,49,M,Male,80000.00,5,2024-02-13,0-1 Miles,Lavender Bay
13121,Latasha,Jimenez,Latasha Jimenez,49,M,Female,80000.00,5,2024-04-06,1-2 Miles,Melton
13122,Catherine,Cox,Catherine Cox,54,M,Female,80000.00,0,2023-06-12,1-2 Miles,Bendigo
13123,Kelli,Raji,Kelli Raji,50,S,Female,70000.00,0,2023-06-14,0-1 Miles,Coffs Harbour
13124,Marco,Vance,Marco Vance,56,S,Male,70000.00,0,2024-10-30,5-10 Miles,Hawthorne
13125,Alejandro,Hu,Alejandro Hu,50,S,Male,70000.00,0,2024-05-19,5-10 Miles,Melbourne
13126,Lydia,Suri,Lydia Suri,56,S,Female,70000.00,0,2023-06-07,0-1 Miles,Melton
13127,Shane,Fernandez,Shane Fernandez,55,S,Male,70000.00,0,2024-06-19,5-10 Miles,Melton
13128,Colleen,West,Colleen West,50,S,Female,70000.00,0,2023-06-29,0-1 Miles,Springwood
13129,Joy,Ramos,Joy Ramos,56,S,Female,70000.00,0,2023-06-18,5-10 Miles,Sunbury
13130,Dalton,Miller,Dalton Miller,55,M,Male,90000.00,1,2023-06-25,2-5 Miles,Bendigo
13131,Briana,Diaz,Briana Diaz,60,M,Female,90000.00,1,2023-06-23,2-5 Miles,Melton
13132,Casey,Vazquez,Casey Vazquez,61,S,Male,90000.00,1,2023-06-08,2-5 Miles,Sydney
13133,Devon,Kennedy,Devon Kennedy,60,S,Male,100000.00,5,2023-06-14,5-10 Miles,North Sydney
13134,Sara,Morgan,Sara Morgan,86,S,Female,50000.00,1,2023-06-17,5-10 Miles,Townsville
13135,Johnny,Rai,Johnny Rai,62,S,Male,80000.00,1,2023-06-08,5-10 Miles,Springwood
13136,Virginia,Martinez,Virginia Martinez,83,M,Female,30000.00,2,2024-06-22,5-10 Miles,Hawthorne
13137,Jacqueline,Simmons,Jacqueline Simmons,60,M,Female,70000.00,5,2024-03-26,5-10 Miles,Melton
13138,Teresa,Alonso,Teresa Alonso,60,M,Female,70000.00,5,2024-02-02,5-10 Miles,South Melbourne
13139,Carmen,Perez,Carmen Perez,58,S,Female,70000.00,1,2023-06-09,0-1 Miles,Lane Cove
13140,Jamie,Zhu,Jamie Zhu,67,M,Female,40000.00,2,2024-07-23,5-10 Miles,Findon
